"gene_name","bingrp"
"POLR2J4","chr7:43950001-44000000"
"SPDYE1","chr7:44000001-44050000"
"RASA4CP","chr7:44000001-44050000"
"LINC00957","chr7:44000001-44050000"
"DBNL","chr7:44050001-44100000"
"MIR6837","chr7:44050001-44100000"
"PGAM2","chr7:44050001-44100000"
"POLM","chr7:44050001-44100000"
"MIR6838","chr7:44050001-44100000"
"AEBP1","chr7:44100001-44150000"
"MIR4649","chr7:44100001-44150000"
"POLD2","chr7:44100001-44150000"
"MYL7","chr7:44100001-44150000"
"GCK","chr7:44150001-44200000"
"YKT6","chr7:44200001-44250000"
"NPC1L1","chr7:44500001-44550000"
"DDX56","chr7:44550001-44600000"
"TMED4","chr7:44550001-44600000"
"ZMIZ2","chr7:44750001-44800000"
"PPIA","chr7:44750001-44800000"
"H2AZ2","chr7:44800001-44850000"
"PURB","chr7:44850001-44900000"
"MIR4657","chr7:44850001-44900000"
"MYO1G","chr7:44950001-45000000"
"SNHG15","chr7:44950001-45000000"
"SNORA9","chr7:44950001-45000000"
"CCM2","chr7:45000001-45050000"
"NACAD","chr7:45050001-45100000"
"TBRG4","chr7:45100001-45150000"
"SNORA5A","chr7:45100001-45150000"
"SNORA5C","chr7:45100001-45150000"
"SNORA5B","chr7:45100001-45150000"
"RAMP3","chr7:45150001-45200000"
"SEPTIN7P2","chr7:45700001-45750000"
"LOC730234","chr7:45800001-45850000"
"IGFBP1","chr7:45850001-45900000"
"IGFBP3","chr7:45900001-45950000"
"LOC730338","chr7:46650001-46700000"
"SNORD151","chr7:47450001-47500000"
"LINC01447","chr7:47600001-47650000"
"C7orf65","chr7:47650001-47700000"
"LINC00525","chr7:47750001-47800000"
"C7orf69","chr7:47800001-47850000"
"HUS1","chr7:47950001-48000000"
"SUN3","chr7:48000001-48050000"
"C7orf57","chr7:48000001-48050000"
"UPP1","chr7:48050001-48100000"
"CDC14C","chr7:48900001-48950000"
"SPATA48","chr7:50100001-50150000"
"FIGNL1","chr7:50400001-50450000"
"DDC-AS1","chr7:50500001-50550000"
"LOC107986794","chr7:51350001-51400000"
"POM121L12","chr7:53000001-53050000"
"LINC01445","chr7:54300001-54350000"
"VSTM2A","chr7:54550001-54600000"
"VSTM2A-OT1","chr7:54550001-54600000"
"SEC61G","chr7:54750001-54800000"
"LOC100996654","chr7:54750001-54800000"
"EGFR-AS1","chr7:55150001-55200000"
"ELDR","chr7:55200001-55250000"
"LANCL2","chr7:55350001-55400000"
"FKBP9P1","chr7:55650001-55700000"
"SEPTIN14","chr7:55800001-55850000"
"ZNF713","chr7:55900001-55950000"
"MRPS17","chr7:55950001-56000000"
"NIPSNAP2","chr7:55950001-56000000"
"PSPH","chr7:56000001-56050000"
"CCT6A","chr7:56050001-56100000"
"SNORA22B","chr7:56050001-56100000"
"SNORA15","chr7:56050001-56100000"
"SUMF2","chr7:56050001-56100000"
"PHKG1","chr7:56050001-56100000"
"CHCHD2","chr7:56100001-56150000"
"NUPR2","chr7:56100001-56150000"
"LOC650226","chr7:56400001-56450000"
"LOC100240728","chr7:56450001-56500000"
"DKFZp434L192","chr7:56450001-56500000"
"LOC101928401","chr7:56500001-56550000"
"LOC401357","chr7:56800001-56850000"
"LOC100130849","chr7:56850001-56900000"
"MIR4283-1","chr7:56950001-57000000"
"ZNF479","chr7:57100001-57150000"
"GUSBP10","chr7:57150001-57200000"
"LOC105375297","chr7:57200001-57250000"
"LOC100653233","chr7:57400001-57450000"
"MIR3147","chr7:57400001-57450000"
"ZNF716","chr7:57450001-57500000"
"ZNF733P","chr7:63250001-63300000"
"LOC102724738","chr7:63300001-63350000"
"LOC100287704","chr7:63350001-63400000"
"LOC100287834","chr7:63350001-63400000"
"ZNF722P","chr7:64000001-64050000"
"LINC01005","chr7:64000001-64050000"
"ZNF727","chr7:64050001-64100000"
"ZNF735","chr7:64200001-64250000"
"ZNF679","chr7:64200001-64250000"
"ZNF736","chr7:64300001-64350000"
"YWHAEP1","chr7:64400001-64450000"
"ZNF680","chr7:64500001-64550000"
"LOC100128885","chr7:64550001-64600000"
"LOC641746","chr7:64550001-64600000"
"ZNF107","chr7:64650001-64700000"
"MIR6839","chr7:64650001-64700000"
"ZNF138","chr7:64800001-64850000"
"ZNF273","chr7:64900001-64950000"
"ERV3-1-ZNF117","chr7:64950001-65000000"
"ZNF117","chr7:64950001-65000000"
"ERV3-1","chr7:64950001-65000000"
"CCT6P3","chr7:65050001-65100000"
"SNORA22C","chr7:65050001-65100000"
"SNORA15B-2","chr7:65050001-65100000"
"INTS4P1","chr7:65150001-65200000"
"ZNF92","chr7:65350001-65400000"
"LOC101929322","chr7:65500001-65550000"
"INTS4P2","chr7:65650001-65700000"
"CCT6P1","chr7:65750001-65800000"
"SNORA22","chr7:65750001-65800000"
"VKORC1L1","chr7:65900001-65950000"
"GUSB","chr7:65950001-66000000"
"ASL","chr7:66050001-66100000"
"CRCP","chr7:66100001-66150000"
"LINC00174","chr7:66350001-66400000"
"GS1-124K5.4","chr7:66450001-66500000"
"GS1-124K5.11","chr7:66550001-66600000"
"KCTD7","chr7:66600001-66650000"
"LOC100996437","chr7:66650001-66700000"
"GTF2IRD1P1","chr7:66800001-66850000"
"GTF2IP23","chr7:66850001-66900000"
"LINC02604","chr7:66900001-66950000"
"TMEM248","chr7:66900001-66950000"
"SBDS","chr7:66950001-67000000"
"MIR4650-1","chr7:67100001-67150000"
"PMS2P4","chr7:67250001-67300000"
"STAG3L4","chr7:67300001-67350000"
"LINC01372","chr7:67300001-67350000"
"LOC102723427","chr7:68000001-68050000"
"CT66","chr7:69550001-69600000"
"MIR3914-1","chr7:71300001-71350000"
"MIR3914-2","chr7:71300001-71350000"
"SBDSP1","chr7:72800001-72850000"
"SPDYE7P","chr7:72850001-72900000"
"POM121","chr7:72900001-72950000"
"NSUN5P2","chr7:72950001-73000000"
"TRIM73","chr7:72950001-73000000"
"TRIM74","chr7:72950001-73000000"
"STAG3L3","chr7:73000001-73050000"
"SPDYE8","chr7:73050001-73100000"
"SPDYE13","chr7:73050001-73100000"
"SPDYE11","chr7:73050001-73100000"
"SPDYE17","chr7:73050001-73100000"
"GTF2IP4","chr7:73150001-73200000"
"GTF2IP1","chr7:73150001-73200000"
"NCF1B","chr7:73200001-73250000"
"NSUN5","chr7:73300001-73350000"
"TRIM50","chr7:73300001-73350000"
"FKBP6","chr7:73300001-73350000"
"FZD9","chr7:73400001-73450000"
"BAZ1B","chr7:73450001-73500000"
"BCL7B","chr7:73500001-73550000"
"TBL2","chr7:73550001-73600000"
"MLXIPL","chr7:73600001-73650000"
"VPS37D","chr7:73650001-73700000"
"DNAJC30","chr7:73650001-73700000"
"BUD23","chr7:73650001-73700000"
"STX1A","chr7:73700001-73750000"
"MIR4284","chr7:73700001-73750000"
"ABHD11-AS1","chr7:73700001-73750000"
"ABHD11","chr7:73700001-73750000"
"CLDN3","chr7:73750001-73800000"
"CLDN4","chr7:73800001-73850000"
"METTL27","chr7:73800001-73850000"
"TMEM270","chr7:73850001-73900000"
"ELN","chr7:74000001-74050000"
"LIMK1","chr7:74100001-74150000"
"EIF4H","chr7:74150001-74200000"
"MIR590","chr7:74150001-74200000"
"LAT2","chr7:74200001-74250000"
"RFC2","chr7:74200001-74250000"
"MIR10525","chr7:74550001-74600000"
"LOC101926943","chr7:74700001-74750000"
"NCF1","chr7:74750001-74800000"
"GTF2IRD2","chr7:74800001-74850000"
"STAG3L2","chr7:74850001-74900000"
"PMS2P5","chr7:74900001-74950000"
"CASTOR2","chr7:74950001-75000000"
"RCC1L","chr7:75050001-75100000"
"GTF2IRD2B","chr7:75100001-75150000"
"NCF1C","chr7:75150001-75200000"
"SPDYE10P","chr7:75250001-75300000"
"PMS2P7","chr7:75300001-75350000"
"SPDYE15","chr7:75300001-75350000"
"PMS2P2","chr7:75350001-75400000"
"STAG3L1","chr7:75350001-75400000"
"LOC100101148","chr7:75350001-75400000"
"LOC541473","chr7:75350001-75400000"
"NSUN5P1","chr7:75400001-75450000"
"POM121C","chr7:75450001-75500000"
"SPDYE5","chr7:75450001-75500000"
"PMS2P3","chr7:75500001-75550000"
"CCL26","chr7:75750001-75800000"
"CCL24","chr7:75800001-75850000"
"RHBDD2","chr7:75850001-75900000"
"POR","chr7:75950001-76000000"
"MIR4651","chr7:75900001-75950000"
"SNORA14A","chr7:75900001-75950000"
"TMEM120A","chr7:75950001-76000000"
"STYXL1","chr7:76000001-76050000"
"MDH2","chr7:76050001-76100000"
"GTF2IP7","chr7:76100001-76150000"
"SRRM3","chr7:76200001-76250000"
"HSPB1","chr7:76300001-76350000"
"YWHAG","chr7:76300001-76350000"
"SSC4D","chr7:76350001-76400000"
"ZP3","chr7:76400001-76450000"
"DTX2","chr7:76450001-76500000"
"FDPSP2","chr7:76450001-76500000"
"UPK3B","chr7:76500001-76550000"
"SPDYE16","chr7:76500001-76550000"
"LOC100133091","chr7:76550001-76600000"
"POMZP3","chr7:76600001-76650000"
"DTX2P1-UPK3BP1-PMS2P11","chr7:77000001-77050000"
"PMS2P9","chr7:77000001-77050000"
"SPDYE18","chr7:77050001-77100000"
"FAM185BP","chr7:77100001-77150000"
"FGL2","chr7:77150001-77200000"
"LOC101927243","chr7:77400001-77450000"
"APTR","chr7:77650001-77700000"
"RSBN1L","chr7:77700001-77750000"
"TMEM60","chr7:77750001-77800000"
"RPL13AP17","chr7:78350001-78400000"
"MAGI2-AS2","chr7:79000001-79050000"
"MAGI2-AS3","chr7:79450001-79500000"
"GNAI1","chr7:80150001-80200000"
"LOC101927269","chr7:80350001-80400000"
"GNAT3","chr7:80450001-80500000"
"CD36","chr7:80600001-80650000"
"LOC105369146","chr7:81500001-81550000"
"HGF","chr7:81700001-81750000"
"CACNA2D1-AS1","chr7:82000001-82050000"
"LOC101927378","chr7:84550001-84600000"
"LINC00972","chr7:85450001-85500000"
"LOC101927420","chr7:87150001-87200000"
"DMTF1","chr7:87150001-87200000"
"TMEM243","chr7:87200001-87250000"
"TP53TG1","chr7:87300001-87350000"
"CROT","chr7:87350001-87400000"
"ABCB4","chr7:87400001-87450000"
"SLC25A40","chr7:87850001-87900000"
"DBF4","chr7:87850001-87900000"
"SRI","chr7:88200001-88250000"
"LOC102723885","chr7:88200001-88250000"
"STEAP4","chr7:88250001-88300000"
"TEX47","chr7:88750001-88800000"
"DPY19L2P4","chr7:90100001-90150000"
"STEAP1","chr7:90150001-90200000"
"STEAP2","chr7:90200001-90250000"
"CFAP69","chr7:90250001-90300000"
"LOC101927446","chr7:90300001-90350000"
"GTPBP10","chr7:90350001-90400000"
"LOC101409256","chr7:90350001-90400000"
"CLDN12","chr7:90400001-90450000"
"LOC102723899","chr7:90450001-90500000"
"FZD1","chr7:91250001-91300000"
"MTERF1","chr7:91850001-91900000"
"CYP51A1","chr7:92100001-92150000"
"CYP51A1-AS1","chr7:92150001-92200000"
"LRRD1","chr7:92150001-92200000"
"KRIT1","chr7:92200001-92250000"
"MIR1285-1","chr7:92200001-92250000"
"TMBIM7P","chr7:92400001-92450000"
"GATAD1","chr7:92450001-92500000"
"ERVW-1","chr7:92450001-92500000"
"PEX1","chr7:92500001-92550000"
"RBM48","chr7:92500001-92550000"
"FAM133B","chr7:92550001-92600000"
"CDK6-AS1","chr7:92850001-92900000"
"SAMD9","chr7:93100001-93150000"
"SAMD9L","chr7:93100001-93150000"
"HEPACAM2","chr7:93200001-93250000"
"MIR653","chr7:93450001-93500000"
"MIR489","chr7:93450001-93500000"
"MIR4652","chr7:93700001-93750000"
"TFPI2","chr7:93850001-93900000"
"LOC105375401","chr7:93850001-93900000"
"GNGT1","chr7:93900001-93950000"
"GNG11","chr7:93900001-93950000"
"BET1","chr7:93950001-94000000"
"COL1A2-AS1","chr7:94350001-94400000"
"COL1A2","chr7:94400001-94450000"
"CASD1","chr7:94500001-94550000"
"SGCE","chr7:94600001-94650000"
"PEG10","chr7:94650001-94700000"
"PON1","chr7:95300001-95350000"
"PON3","chr7:95350001-95400000"
"PON2","chr7:95400001-95450000"
"ASB4","chr7:95500001-95550000"
"PDK4","chr7:95550001-95600000"
"MIR591","chr7:96200001-96250000"
"DLX6-AS1","chr7:96950001-97000000"
"DLX6","chr7:97000001-97050000"
"DLX5","chr7:97000001-97050000"
"SDHAF3","chr7:97100001-97150000"
"TAC1","chr7:97700001-97750000"
"ASNS","chr7:97850001-97900000"
"MIR5692A1","chr7:97950001-98000000"
"MIR5692A2","chr7:97950001-98000000"
"MIR5692C2","chr7:97950001-98000000"
"CCZ1P-OR7E38P","chr7:97950001-98000000"
"OCM2","chr7:97950001-98000000"
"BHLHA15","chr7:98200001-98250000"
"TECPR1","chr7:98200001-98250000"
"BRI3","chr7:98250001-98300000"
"NPTX2","chr7:98600001-98650000"
"TMEM130","chr7:98850001-98900000"
"MIR3609","chr7:98850001-98900000"
"SCARNA28","chr7:98850001-98900000"
"LOC101927550","chr7:99000001-99050000"
"KPNA7","chr7:99150001-99200000"
"MYH16","chr7:99250001-99300000"
"ARPC1A","chr7:99300001-99350000"
"ARPC1B","chr7:99350001-99400000"
"PDAP1","chr7:99400001-99450000"
"BUD31","chr7:99400001-99450000"
"MIR12119","chr7:99400001-99450000"
"ATP5MF-PTCD1","chr7:99400001-99450000"
"PTCD1","chr7:99400001-99450000"
"CPSF4","chr7:99400001-99450000"
"ATP5MF","chr7:99450001-99500000"
"ZNF789","chr7:99450001-99500000"
"ZNF394","chr7:99450001-99500000"
"ZKSCAN5","chr7:99500001-99550000"
"FAM200A","chr7:99500001-99550000"
"ZNF655","chr7:99550001-99600000"
"TMEM225B","chr7:99600001-99650000"
"ZSCAN25","chr7:99600001-99650000"
"CYP3A5","chr7:99650001-99700000"
"CYP3A7-CYP3A51P","chr7:99700001-99750000"
"CYP3A7","chr7:99700001-99750000"
"CYP3A4","chr7:99750001-99800000"
"CYP3A43","chr7:99800001-99850000"
"OR2AE1","chr7:99850001-99900000"
"TRIM4","chr7:99900001-99950000"
"GJC3","chr7:99900001-99950000"
"AZGP1","chr7:99950001-100000000"
"AZGP1P1","chr7:99950001-100000000"
"LOC105375423","chr7:100000001-100050000"
"ZKSCAN1","chr7:100000001-100050000"
"ZSCAN21","chr7:100050001-100100000"
"ZNF3","chr7:100050001-100100000"
"COPS6","chr7:100050001-100100000"
"MCM7","chr7:100050001-100100000"
"MIR25","chr7:100050001-100100000"
"MIR93","chr7:100050001-100100000"
"MIR106B","chr7:100050001-100100000"
"AP4M1","chr7:100100001-100150000"
"TAF6","chr7:100100001-100150000"
"CNPY4","chr7:100100001-100150000"
"MBLAC1","chr7:100100001-100150000"
"LAMTOR4","chr7:100150001-100200000"
"MAP11","chr7:100150001-100200000"
"MIR4658","chr7:100150001-100200000"
"GAL3ST4","chr7:100150001-100200000"
"GPC2","chr7:100150001-100200000"
"STAG3","chr7:100150001-100200000"
"CASTOR3","chr7:100200001-100250000"
"PVRIG","chr7:100200001-100250000"
"SPDYE3","chr7:100300001-100350000"
"PMS2P1","chr7:100300001-100350000"
"STAG3L5P-PVRIG2P-PILRB","chr7:100350001-100400000"
"STAG3L5P","chr7:100300001-100350000"
"PVRIG2P","chr7:100350001-100400000"
"MIR6840","chr7:100350001-100400000"
"PILRB","chr7:100350001-100400000"
"PILRA","chr7:100350001-100400000"
"ZCWPW1","chr7:100400001-100450000"
"MEPCE","chr7:100400001-100450000"
"PPP1R35","chr7:100400001-100450000"
"C7orf61","chr7:100450001-100500000"
"TSC22D4","chr7:100450001-100500000"
"NYAP1","chr7:100450001-100500000"
"AGFG2","chr7:100550001-100600000"
"SAP25","chr7:100550001-100600000"
"LRCH4","chr7:100550001-100600000"
"ZASP","chr7:100550001-100600000"
"FBXO24","chr7:100550001-100600000"
"PCOLCE-AS1","chr7:100550001-100600000"
"PCOLCE","chr7:100600001-100650000"
"MOSPD3","chr7:100600001-100650000"
"TFR2","chr7:100600001-100650000"
"ACTL6B","chr7:100600001-100650000"
"LOC105375429","chr7:100650001-100700000"
"GNB2","chr7:100650001-100700000"
"GIGYF1","chr7:100650001-100700000"
"POP7","chr7:100700001-100750000"
"EPO","chr7:100700001-100750000"
"ZAN","chr7:100750001-100800000"
"EPHB4","chr7:100800001-100850000"
